8,21,2010,0,0,0,28,-88,8,21,2010,0,0,100,19,-94
8,22,2010,0,0,0,28,-88,8,22,2010,0,0,100,19,-94
8,23,2010,0,0,0,28,-88,8,23,2010,0,0,100,19,-94
8,24,2010,0,0,0,28,-88,8,24,2010,0,0,100,19,-94
8,25,2010,0,0,0,28,-88,8,25,2010,0,0,100,19,-94
8,26,2010,0,0,0,28,-88,8,26,2010,0,0,100,19,-94
8,27,2010,0,0,0,28,-88,8,27,2010,0,0,100,19,-94
8,28,2010,0,0,0,28,-88,8,28,2010,0,0,100,19,-94
8,29,2010,0,0,0,28,-88,8,29,2010,0,0,100,19,-94
8,30,2010,0,0,0,28,-88,8,30,2010,0,0,100,19,-94
8,31,2010,0,0,0,28,-88,8,31,2010,0,0,100,19,-94
9,1,2010,0,0,0,28,-88,9,1,2010,0,0,100,19,-94
9,2,2010,0,0,0,28,-88,9,2,2010,0,0,100,19,-94
9,3,2010,0,0,0,28,-88,9,3,2010,0,0,100,19,-94
9,4,2010,0,0,0,28,-88,9,4,2010,0,0,100,19,-94
9,5,2010,0,0,0,28,-88,9,5,2010,0,0,100,19,-94
9,6,2010,0,0,0,28,-88,9,6,2010,0,0,100,19,-94
9,7,2010,0,0,0,28,-88,9,7,2010,0,0,100,19,-94
9,8,2010,0,0,0,28,-88,9,8,2010,0,0,100,19,-94
9,9,2010,0,0,0,28,-88,9,9,2010,0,0,100,19,-94
9,10,2010,0,0,0,28,-88,9,10,2010,0,0,100,19,-94
9,11,2010,0,0,0,28,-88,9,11,2010,0,0,100,19,-94
9,12,2010,0,0,0,28,-88,9,12,2010,0,0,100,19,-94
9,13,2010,0,0,0,28,-88,9,13,2010,0,0,100,19,-94
9,14,2010,0,0,0,28,-88,9,14,2010,0,0,100,19,-94
9,15,2010,0,0,0,28,-88,9,15,2010,0,0,100,19,-94
